"quadrat","project_year","year","month","species","count","cover","form","category","present","day"
"N5",1919,1919,12,"LESQU",2,5e-05,"","",1,29
"N5",1919,1919,12,"MELE2",4,1e-04,"FORB","PerennialForb",1,29
"N5",1919,1919,12,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,29
"N5",1920,1920,10,"ALIN",1,2.5e-05,"FORB","PerennialForb",1,9
"N5",1920,1920,10,"ARIST",4,0.009145940011512,"GRASS","",1,9
"N5",1920,1920,10,"BOER4",125,0.054732889838423,"GRASS","Cover",1,9
"N5",1920,1920,10,"CHAMA15",1,2.5e-05,"","",1,9
"N5",1920,1920,10,"CRPO5",5,0.000125,"FORB","PerennialForb",1,9
"N5",1920,1920,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,9
"N5",1920,1920,10,"HOFFM",2,5e-05,"","",1,9
"N5",1920,1920,10,"LESQU",1,2.5e-05,"","",1,9
"N5",1920,1920,10,"MELE2",2,5e-05,"FORB","PerennialForb",1,9
"N5",1921,1921,10,"ARIST",6,0.007370594985395,"GRASS","",1,14
"N5",1921,1921,10,"BOER4",110,0.064415314798399,"GRASS","Cover",1,14
"N5",1921,1921,10,"CRPO5",5,0.000125,"FORB","PerennialForb",1,14
"N5",1921,1921,10,"HOFFM",1,2.5e-05,"","",1,14
"N5",1921,1921,10,"MELE2",1,2.5e-05,"FORB","PerennialForb",1,14
"N5",1922,1922,10,"ALIN",12,3e-04,"FORB","PerennialForb",1,12
"N5",1922,1922,10,"ARIST",4,0.001292860017133,"GRASS","",1,12
"N5",1922,1922,10,"BOER4",90,0.01955332496202,"GRASS","Cover",1,12
"N5",1922,1922,10,"CHAMA15",1,2.5e-05,"","",1,12
"N5",1922,1922,10,"CRPO5",28,7e-04,"FORB","PerennialForb",1,12
"N5",1922,1922,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,12
"N5",1922,1922,10,"MELE2",1,2.5e-05,"FORB","PerennialForb",1,12
"N5",1923,1923,10,"ARIST",1,0.000705645002847,"GRASS","",1,17
"N5",1923,1923,10,"BOER4",20,0.003062234974449,"GRASS","Cover",1,17
"N5",1923,1923,10,"CRPO5",6,0.00015,"FORB","PerennialForb",1,17
"N5",1923,1923,10,"EVNU",1,2.5e-05,"FORB","PerennialForb",1,17
"N5",1924,1924,10,"ALIN",6,0.00015,"FORB","PerennialForb",1,29
"N5",1924,1924,10,"ARIST",1,0.002110560001981,"GRASS","",1,29
"N5",1924,1924,10,"BOER4",11,0.014686255034638,"GRASS","Cover",1,29
"N5",1924,1924,10,"CRPO5",5,0.000125,"FORB","PerennialForb",1,29
"N5",1924,1924,10,"SOEL",2,5e-05,"FORB","PerennialForb",1,29
"N5",1925,1925,10,"ALIN",12,3e-04,"FORB","PerennialForb",1,30
"N5",1925,1925,10,"ARIST",3,0.001741094992769,"GRASS","",1,30
"N5",1925,1925,10,"BOER4",34,0.013741404999215,"GRASS","Cover",1,30
"N5",1925,1925,10,"CHAMA15",1,2.5e-05,"","",1,30
"N5",1925,1925,10,"CRPO5",6,0.00015,"FORB","PerennialForb",1,30
"N5",1926,1926,10,"ARIST",5,0.004974749948368,"GRASS","",1,14
"N5",1926,1926,10,"BOER4",106,0.042627354970299,"GRASS","Cover",1,14
"N5",1926,1926,10,"CRPO5",9,0.000225,"FORB","PerennialForb",1,14
"N5",1926,1926,10,"SEFLF",1,2.5e-05,"FORB","PerennialForb",1,14
"N5",1926,1926,10,"SPORO",1,0.000657364988249,"GRASS","Cover",1,14
"N5",1927,1927,8,"ALIN",11,0.000275,"FORB","PerennialForb",1,26
"N5",1927,1927,8,"ARIST",4,0.005668969977552,"GRASS","",1,26
"N5",1927,1927,8,"BOER4",53,0.054008395012086,"GRASS","Cover",1,26
"N5",1927,1927,8,"CHAMA15",1,2.5e-05,"","",1,26
"N5",1927,1927,8,"CRPO5",4,1e-04,"FORB","PerennialForb",1,26
"N5",1927,1927,8,"PSTA",12,3e-04,"FORB","PerennialForb",1,26
"N5",1927,1927,8,"SPORO",1,0.001311139981524,"GRASS","Cover",1,26
"N5",1928,1928,9,"ARIST",2,0.014026774988754,"GRASS","",1,28
"N5",1928,1928,9,"BOER4",67,0.07454694491073,"GRASS","Cover",1,28
"N5",1928,1928,9,"CRPO5",6,0.00015,"FORB","PerennialForb",1,28
"N5",1928,1928,9,"SPORO",1,0.001862110015993,"GRASS","Cover",1,28
"N5",1929,1929,10,"ARIST",3,0.010682520009841,"GRASS","",1,11
"N5",1929,1929,10,"BOER4",40,0.071453290087915,"GRASS","Cover",1,11
"N5",1929,1929,10,"CRPO5",4,1e-04,"FORB","PerennialForb",1,11
"N5",1929,1929,10,"LESQU",1,2.5e-05,"","",1,11
"N5",1929,1929,10,"PSTA",7,0.000175,"FORB","PerennialForb",1,11
"N5",1929,1929,10,"SPORO",1,0.003665214997901,"GRASS","Cover",1,11
"N5",1930,1930,9,"ALIN",5,0.000125,"FORB","PerennialForb",1,11
"N5",1930,1930,9,"ARIST",3,0.011170074995033,"GRASS","",1,11
"N5",1930,1930,9,"BOER4",39,0.055761215034584,"GRASS","Cover",1,11
"N5",1930,1930,9,"CRPO5",6,0.00015,"FORB","PerennialForb",1,11
"N5",1930,1930,9,"SPORO",1,0.003566220040493,"GRASS","Cover",1,11
"N5",1931,1931,10,"ARIST",5,0.00801802504591,"GRASS","",1,2
"N5",1931,1931,10,"BOER4",20,0.027403590031716,"GRASS","Cover",1,2
"N5",1931,1931,10,"CRPO5",7,0.000175,"FORB","PerennialForb",1,2
"N5",1931,1931,10,"SPORO",1,0.004176349999698,"GRASS","Cover",1,2
"N5",1932,1932,10,"AMCH3",1,2.5e-05,"FORB","PerennialForb",1,15
"N5",1932,1932,10,"ARIST",5,0.017605005125301,"GRASS","",1,15
"N5",1932,1932,10,"BOER4",32,0.042854155039481,"GRASS","Cover",1,15
"N5",1932,1932,10,"CRPO5",5,0.000125,"FORB","PerennialForb",1,15
"N5",1932,1932,10,"SPORO",1,0.009590035031807,"GRASS","Cover",1,15
"N5",1933,1933,10,"ARIST",8,0.024214784951305,"GRASS","",1,25
"N5",1933,1933,10,"BOER4",50,0.079274750062179,"GRASS","Cover",1,25
"N5",1933,1933,10,"CRPO5",8,2e-04,"FORB","PerennialForb",1,25
"N5",1933,1933,10,"DAPU7",1,0.003697024989013,"GRASS","Cover",1,25
"N5",1933,1933,10,"PSTA",6,0.00015,"FORB","PerennialForb",1,25
"N5",1933,1933,10,"SPORO",2,0.013630639996951,"GRASS","Cover",1,25
"N5",1934,1934,9,"ARIST",7,0.006775984961263,"GRASS","",1,25
"N5",1934,1934,9,"BOER4",49,0.040718800023487,"GRASS","Cover",1,25
"N5",1934,1934,9,"CRPO5",5,0.000125,"FORB","PerennialForb",1,25
"N5",1934,1934,9,"SPORO",2,0.003073395001728,"GRASS","Cover",1,25
"N5",1935,1935,10,"ALIN",3,7.5e-05,"FORB","PerennialForb",1,16
"N5",1935,1935,10,"AMCH3",1,2.5e-05,"FORB","PerennialForb",1,16
"N5",1935,1935,10,"ARIST",4,0.012417690000342,"GRASS","",1,16
"N5",1935,1935,10,"BOER4",29,0.032438429942451,"GRASS","Cover",1,16
"N5",1935,1935,10,"CRPO5",6,0.00015,"FORB","PerennialForb",1,16
"N5",1935,1935,10,"EUPHO",1,2.5e-05,"","",1,16
"N5",1935,1935,10,"PSTA",5,0.000125,"FORB","PerennialForb",1,16
"N5",1935,1935,10,"SPORO",4,0.001735155000145,"GRASS","Cover",1,16
"N5",1936,1936,10,"ALIN",7,0.000175,"FORB","PerennialForb",1,14
"N5",1936,1936,10,"ARIST",3,0.017780609955701,"GRASS","",1,14
"N5",1936,1936,10,"BOER4",38,0.039070909951502,"GRASS","Cover",1,14
"N5",1936,1936,10,"CRPO5",7,0.000175,"FORB","PerennialForb",1,14
"N5",1936,1936,10,"PSTA",2,5e-05,"FORB","PerennialForb",1,14
"N5",1936,1936,10,"SPORO",2,0.003971885011607,"GRASS","Cover",1,14
"N5",1937,1937,10,"ALIN",2,5e-05,"FORB","PerennialForb",1,21
"N5",1937,1937,10,"AMCH3",2,5e-05,"FORB","PerennialForb",1,21
"N5",1937,1937,10,"ARIST",24,0.026497319998301,"GRASS","",1,21
"N5",1937,1937,10,"BOER4",50,0.043829859987261,"GRASS","Cover",1,21
"N5",1937,1937,10,"CRPO5",8,2e-04,"FORB","PerennialForb",1,21
"N5",1937,1937,10,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,21
"N5",1937,1937,10,"SPORO",2,0.004704985023577,"GRASS","Cover",1,21
"N5",1938,1938,10,"ALIN",3,7.5e-05,"FORB","PerennialForb",1,5
"N5",1938,1938,10,"ARIST",14,0.021244920074443,"GRASS","",1,5
"N5",1938,1938,10,"BOER4",17,0.032553920092993,"GRASS","Cover",1,5
"N5",1938,1938,10,"CRPO5",6,0.00015,"FORB","PerennialForb",1,5
"N5",1938,1938,10,"EUPHO",1,2.5e-05,"","",1,5
"N5",1938,1938,10,"SPORO",2,0.001565914980342,"GRASS","Cover",1,5
"N5",1939,1939,12,"ARIST",17,0.031338044947484,"GRASS","",1,12
"N5",1939,1939,12,"BOER4",26,0.030805235001772,"GRASS","Cover",1,12
"N5",1940,1941,2,"ARIST",18,0.050469424958359,"GRASS","",1,3
"N5",1940,1941,2,"BOER4",27,0.051219695021236,"GRASS","Cover",1,3
"N5",1941,1942,1,"ARIST",31,0.050845649950936,"GRASS","",1,22
"N5",1941,1942,1,"BOER4",29,0.023155179985751,"GRASS","Cover",1,22
"N5",1941,1942,1,"CHCO2",4,1e-04,"FORB","PerennialForb",1,22
"N5",1941,1942,1,"PSTA",4,1e-04,"FORB","PerennialForb",1,22
"N5",1942,1942,10,"ARIST",17,0.03292085504761,"GRASS","",1,28
"N5",1942,1942,10,"BOER4",19,0.021995614992734,"GRASS","Cover",1,28
"N5",1942,1942,10,"CRPO5",6,0.00015,"FORB","PerennialForb",1,28
"N5",1942,1942,10,"PSTA",3,7.5e-05,"FORB","PerennialForb",1,28
"N5",1943,1943,11,"ARIST",36,0.032037650096534,"GRASS","",1,6
"N5",1943,1943,11,"BOER4",20,0.012127529985023,"GRASS","Cover",1,6
"N5",1943,1943,11,"CHCO2",10,0.00025,"FORB","PerennialForb",1,6
"N5",1944,1944,9,"AMCH3",1,2.5e-05,"FORB","PerennialForb",1,14
"N5",1944,1944,9,"ARIST",26,0.063905989960419,"GRASS","",1,14
"N5",1944,1944,9,"BOER4",19,0.028024765017003,"GRASS","Cover",1,14
"N5",1944,1944,9,"CHCO2",12,3e-04,"FORB","PerennialForb",1,14
"N5",1945,1946,2,"ARIST",37,0.0403071349915,"GRASS","",1,20
"N5",1945,1946,2,"BOER4",17,0.031593605133952,"GRASS","Cover",1,20
"N5",1946,1947,2,"ARIST",30,0.054682840081117,"GRASS","",1,10
"N5",1946,1947,2,"BOER4",14,0.032227719939722,"GRASS","Cover",1,10
"N5",1946,1947,2,"PSTA",3,7.5e-05,"FORB","PerennialForb",1,10
"N5",1947,1948,4,"ARIST",29,0.055102914850027,"GRASS","",1,13
"N5",1947,1948,4,"BOER4",17,0.031724755077294,"GRASS","Cover",1,13
"N5",1947,1948,4,"CHCO2",2,5e-05,"FORB","PerennialForb",1,13
"N5",1947,1948,4,"PSTA",3,7.5e-05,"FORB","PerennialForb",1,13
"N5",1948,1949,3,"ARIST",22,0.021820865015493,"GRASS","",1,8
"N5",1948,1949,3,"BOER4",17,0.012388474951892,"GRASS","Cover",1,8
"N5",1949,1949,8,"ARIST",17,0.027601879989701,"GRASS","",1,31
"N5",1949,1949,8,"BOER4",15,0.032322920072585,"GRASS","Cover",1,31
"N5",1949,1949,8,"CHCO2",7,0.000175,"FORB","PerennialForb",1,31
"N5",1950,1950,8,"ARIST",13,0.019951714964557,"GRASS","",1,22
"N5",1950,1950,8,"BOER4",19,0.072924435051606,"GRASS","Cover",1,22
"N5",1950,1950,8,"CHCO2",7,0.000175,"FORB","PerennialForb",1,22
"N5",1950,1950,8,"EUPHO",5,0.000125,"","",1,22
"N5",1951,1951,8,"ARIST",6,0.007628569994157,"GRASS","",1,29
"N5",1951,1951,8,"BOER4",14,0.032581064959603,"GRASS","Cover",1,29
"N5",1951,1951,8,"CHCO2",3,7.5e-05,"FORB","PerennialForb",1,29
"N5",1952,1952,9,"ARIST",2,0.001957430024723,"GRASS","",1,15
"N5",1952,1952,9,"BOER4",8,0.013564720078837,"GRASS","Cover",1,15
"N5",1952,1952,9,"CHCO2",4,1e-04,"FORB","PerennialForb",1,15
"N5",1956,1956,8,NA,NA,NA,NA,NA,0,13
"N5",1957,1957,8,NA,NA,NA,NA,NA,0,8
"N5",1958,1958,9,"CHCO2",4,1e-04,"FORB","PerennialForb",1,26
"N5",1959,1959,8,"CHCO2",9,0.000225,"FORB","PerennialForb",1,21
"N5",1959,1959,8,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,21
"N5",1960,1960,8,"CHCO2",3,7.5e-05,"FORB","PerennialForb",1,23
"N5",1960,1960,8,"EUPHO",2,5e-05,"","",1,23
"N5",1961,1961,9,NA,NA,NA,NA,NA,0,11
"N5",1965,1965,9,"AMCH3",1,2.5e-05,"FORB","PerennialForb",1,20
"N5",1965,1965,9,"DAPU7",2,5e-05,"GRASS","Cover",1,20
"N5",1966,1966,10,"BAAB",1,2.5e-05,"FORB","PerennialForb",1,12
"N5",1966,1966,10,"DAPU7",2,5e-05,"GRASS","Cover",1,12
"N5",1966,1966,10,"LESQU",1,2.5e-05,"","",1,12
"N5",1968,1968,8,"DAPU7",11,0.020808639927852,"GRASS","Cover",1,12
"N5",1969,1969,11,"DAPU7",16,0.011352760002077,"GRASS","Cover",1,4
"N5",1969,1969,11,"SPORO",1,0.000205810004196,"GRASS","Cover",1,4
"N5",1970,1970,8,"ALIN",9,0.000225,"FORB","PerennialForb",1,11
"N5",1970,1970,8,"DAPU7",11,0.022204759964923,"GRASS","Cover",1,11
"N5",1970,1970,8,"EUPHO",17,0.000425,"","",1,11
"N5",1970,1970,8,"SPORO",1,0.002776514992897,"GRASS","Cover",1,11
"N5",1971,1971,8,"DAPU7",5,0.064706250011223,"GRASS","Cover",1,11
"N5",1971,1971,8,"SPORO",1,0.005427030015688,"GRASS","Cover",1,11
"N5",1972,1972,8,"DAPU7",20,0.048975900057944,"GRASS","Cover",1,17
"N5",1972,1972,8,"SPORO",1,0.011553189977847,"GRASS","Cover",1,17
"N5",1974,1974,6,"DAPU7",7,0.019702775005567,"GRASS","Cover",1,13
"N5",1974,1974,6,"SPORO",1,0.016827599991865,"GRASS","Cover",1,13
"N5",1975,1975,8,"DAPU7",12,0.198720000326187,"GRASS","Cover",1,7
"N5",1975,1975,8,"SPORO",1,0.032923235102016,"GRASS","Cover",1,7
"N5",1976,1976,8,"CRPO5",1,2.5e-05,"FORB","PerennialForb",1,2
"N5",1976,1976,8,"DAPU7",69,0.065449870036909,"GRASS","Cover",1,2
"N5",1976,1976,8,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,2
"N5",1976,1976,8,"SPORO",14,0.026684879958097,"GRASS","Cover",1,2
"N5",1977,1977,8,"ARIST",1,0.000481179999819,"GRASS","",1,5
"N5",1977,1977,8,"DAPU7",46,0.051446534900616,"GRASS","Cover",1,5
"N5",1977,1977,8,"SPORO",13,0.014546175020073,"GRASS","Cover",1,5
"N5",1978,1978,8,"ARIST",1,0.000770265001745,"GRASS","",1,16
"N5",1978,1978,8,"CRPO5",2,5e-05,"FORB","PerennialForb",1,16
"N5",1978,1978,8,"DAPU7",13,0.019064450068673,"GRASS","Cover",1,16
"N5",1978,1978,8,"SPORO",3,0.006308034958266,"GRASS","Cover",1,16
"N5",1979,1980,1,"BOER4",1,0.003821494995237,"GRASS","Cover",1,4
"N5",1979,1980,1,"DAPU7",16,0.011883129964649,"GRASS","Cover",1,4
"N5",1979,1980,1,"SEBA3",3,7.5e-05,"FORB","PerennialForb",1,4
"N5",1979,1980,1,"SPORO",2,0.007112450025642,"GRASS","Cover",1,4
"N5",1995,1995,10,"ALIN",2,5e-05,"FORB","PerennialForb",1,11
"N5",1995,1995,10,"ARIST",2,0.02179432263074,"GRASS","",1,11
"N5",1995,1995,10,"CRPO5",1,2.5e-05,"FORB","PerennialForb",1,11
"N5",1995,1995,10,"LESQU",1,2.5e-05,"","",1,11
"N5",1995,1995,10,"SPORO",1,0.003975758547313,"GRASS","Cover",1,11
"N5",2001,2001,11,"ARIST",2,0.000184972126312,"GRASS","",1,15
"N5",2001,2001,11,"CRPO5",3,7.5e-05,"FORB","PerennialForb",1,15
"N5",2001,2001,11,"MUPO2",3,0.001401909542438,"GRASS","Cover",1,15
"N5",2006,2006,12,"ACNA2",5,0.000125,"FORB","PerennialForb",1,4
"N5",2006,2006,12,"ARIST",1,0.000948495001481,"GRASS","",1,4
"N5",2006,2006,12,"CRPO5",2,5e-05,"FORB","PerennialForb",1,4
"N5",2006,2006,12,"MUPO2",17,0.036065275009385,"GRASS","Cover",1,4
"N5",2011,2012,2,NA,NA,NA,NA,NA,0,1
"N5",2016,2016,12,"ACNA2",56,0.0014,"FORB","PerennialForb",1,15
"N5",2016,2016,12,"LEDE23",8,2e-04,"FORB","PerennialForb",1,15
"N5",2016,2016,12,"MUPO2",2,0.000738225001122,"GRASS","Cover",1,15
"N5",2016,2016,12,"SPORO",4,0.009239380001436,"GRASS","Cover",1,15
"N6",1919,1919,12,"ARIST",1,0.000378844999556,"GRASS","",1,29
"N6",1919,1919,12,"BOER4",113,0.049058764937343,"GRASS","Cover",1,29
"N6",1919,1919,12,"DAPU7",2,0.000625204992551,"GRASS","Cover",1,29
"N6",1919,1919,12,"HOFFM",3,7.5e-05,"","",1,29
"N6",1919,1919,12,"LESQU",4,1e-04,"","",1,29
"N6",1919,1919,12,"PSTA",7,0.000175,"FORB","PerennialForb",1,29
"N6",1920,1920,10,"ARIST",1,0.000420450003444,"GRASS","",1,12
"N6",1920,1920,10,"BOER4",108,0.065650315023237,"GRASS","Cover",1,12
"N6",1920,1920,10,"CRPO5",1,2.5e-05,"FORB","PerennialForb",1,12
"N6",1920,1920,10,"HOFFM",1,2.5e-05,"","",1,12
"N6",1920,1920,10,"LESQU",4,1e-04,"","",1,12
"N6",1920,1920,10,"PSTA",3,7.5e-05,"FORB","PerennialForb",1,12
"N6",1921,1921,10,"ARIST",1,0.000600704996301,"GRASS","",1,22
"N6",1921,1921,10,"BOER4",109,0.071923524920121,"GRASS","Cover",1,22
"N6",1922,1922,10,"BOER4",40,0.009891774935974,"GRASS","Cover",1,12
"N6",1923,1923,10,"BOER4",16,0.003779485034682,"GRASS","Cover",1,17
"N6",1924,1924,10,"BOER4",16,0.026855435076343,"GRASS","Cover",1,29
"N6",1924,1924,10,"CHAMA15",1,2.5e-05,"","",1,29
"N6",1924,1924,10,"SOEL",3,7.5e-05,"FORB","PerennialForb",1,29
"N6",1925,1925,10,"BOER4",37,0.03021090499457,"GRASS","Cover",1,30
"N6",1925,1925,10,"CHAMA15",1,2.5e-05,"","",1,30
"N6",1925,1925,10,"SOEL",1,2.5e-05,"FORB","PerennialForb",1,30
"N6",1926,1926,10,"BOER4",123,0.08300498999772,"GRASS","Cover",1,14
"N6",1927,1927,8,"BOER4",125,0.097152015000325,"GRASS","Cover",1,26
"N6",1928,1928,9,"BOER4",117,0.133057530135771,"GRASS","Cover",1,28
"N6",1929,1929,10,"BOER4",90,0.196859005301283,"GRASS","Cover",1,11
"N6",1930,1930,9,"BOER4",103,0.190172379977889,"GRASS","Cover",1,11
"N6",1931,1931,10,"BOER4",69,0.162287164918065,"GRASS","Cover",1,2
"N6",1932,1932,10,"BOER4",113,0.192036159810419,"GRASS","Cover",1,15
"N6",1933,1933,10,"BOER4",90,0.211202500178147,"GRASS","Cover",1,25
"N6",1934,1934,9,"BOER4",100,0.121853330050248,"GRASS","Cover",1,25
"N6",1935,1935,10,"BOER4",69,0.084653069840141,"GRASS","Cover",1,16
"N6",1936,1936,10,"BOER4",61,0.150432015137705,"GRASS","Cover",1,14
"N6",1937,1937,10,"BOER4",94,0.190158919905667,"GRASS","Cover",1,21
"N6",1938,1938,10,"BOER4",64,0.144740940124333,"GRASS","Cover",1,5
"N6",1939,1939,12,"BOER4",86,0.113393880003936,"GRASS","Cover",1,12
"N6",1940,1941,2,"BOER4",145,0.143386629889425,"GRASS","Cover",1,3
"N6",1940,1941,2,"LESQU",1,2.5e-05,"","",1,3
"N6",1941,1942,1,"BOER4",85,0.133242294788549,"GRASS","Cover",1,22
"N6",1941,1942,1,"LESQU",2,5e-05,"","",1,22
"N6",1941,1942,1,"PSTA",2,5e-05,"FORB","PerennialForb",1,22
"N6",1942,1942,10,"BOER4",85,0.15024215986468,"GRASS","Cover",1,28
"N6",1942,1942,10,"PSTA",2,5e-05,"FORB","PerennialForb",1,28
"N6",1943,1943,11,"BOER4",103,0.100768390088303,"GRASS","Cover",1,6
"N6",1944,1944,9,"BOER4",90,0.151012399898178,"GRASS","Cover",1,14
"N6",1944,1944,9,"CHCO2",1,2.5e-05,"FORB","PerennialForb",1,14
"N6",1945,1946,2,"BOER4",91,0.228494600375275,"GRASS","Cover",1,21
"N6",1946,1947,2,"BOER4",72,0.177337229835606,"GRASS","Cover",1,10
"N6",1947,1948,4,"BOER4",65,0.178501775143347,"GRASS","Cover",1,13
"N6",1947,1948,4,"LESQU",1,2.5e-05,"","",1,13
"N6",1948,1949,3,"BOER4",53,0.101437139967977,"GRASS","Cover",1,8
"N6",1949,1949,8,"BOER4",31,0.05983874008417,"GRASS","Cover",1,31
"N6",1949,1949,8,"CHCO2",1,2.5e-05,"FORB","PerennialForb",1,31
"N6",1949,1949,8,"LESQU",1,2.5e-05,"","",1,31
"N6",1949,1949,8,"PSTA",3,7.5e-05,"FORB","PerennialForb",1,31
"N6",1950,1950,8,"BOER4",35,0.064435340093066,"GRASS","Cover",1,22
"N6",1950,1950,8,"CHCO2",1,2.5e-05,"FORB","PerennialForb",1,22
"N6",1950,1950,8,"SEBA3",1,2.5e-05,"FORB","PerennialForb",1,22
"N6",1951,1951,8,"BOER4",30,0.07134897502849,"GRASS","Cover",1,29
"N6",1952,1952,9,"BOER4",19,0.019264664877674,"GRASS","Cover",1,15
"N6",1956,1956,8,NA,NA,NA,NA,NA,0,13
"N6",1957,1957,8,NA,NA,NA,NA,NA,0,8
"N6",1958,1958,9,"DAPU7",2,5e-05,"GRASS","Cover",1,26
"N6",1958,1958,9,"LESQU",4,1e-04,"","",1,26
"N6",1958,1958,9,"PSTA",1,2.5e-05,"FORB","PerennialForb",1,26
"N6",1960,1960,8,"DAPU7",13,0.000325,"GRASS","Cover",1,23
"N6",1960,1960,8,"PAHA",1,2.5e-05,"GRASS","Cover",1,23
"N6",1960,1960,8,"SCBR2",4,0.012533830002084,"GRASS","Cover",1,23
"N6",1965,1965,10,"DAPU7",6,0.00015,"GRASS","Cover",1,21
"N6",1965,1965,10,"SEBA3",4,1e-04,"FORB","PerennialForb",1,21
"N6",1966,1966,10,"ALIN",2,5e-05,"FORB","PerennialForb",1,12
"N6",1966,1966,10,"CHCO2",5,0.000125,"FORB","PerennialForb",1,12
"N6",1968,1968,8,"ALIN",28,7e-04,"FORB","PerennialForb",1,12
"N6",1968,1968,8,"CRPO5",7,0.000175,"FORB","PerennialForb",1,12
"N6",1968,1968,8,"DAPU7",10,0.009451859979525,"GRASS","Cover",1,12
"N6",1968,1968,8,"SPORO",5,0.000226565004136,"GRASS","Cover",1,12
"N6",1970,1970,8,"ALIN",9,0.000225,"FORB","PerennialForb",1,11
"N6",1970,1970,8,"CRPO5",13,0.000325,"FORB","PerennialForb",1,11
"N6",1970,1970,8,"DAPU7",3,0.005183664944158,"GRASS","Cover",1,11
"N6",1970,1970,8,"SPORO",2,0.004162270045112,"GRASS","Cover",1,11
"N6",1971,1971,8,"CRPO5",1,2.5e-05,"FORB","PerennialForb",1,11
"N6",1971,1971,8,"DAPU7",2,0.00038735499742,"GRASS","Cover",1,11
"N6",1971,1971,8,"SPORO",3,0.003278194996921,"GRASS","Cover",1,11
"N6",1972,1972,9,"DAPU7",4,0.041053584975759,"GRASS","Cover",1,7
"N6",1972,1972,9,"SPORO",5,0.025644939967412,"GRASS","Cover",1,7
"N6",1974,1974,6,"DAPU7",3,0.021478149958192,"GRASS","Cover",1,26
"N6",1974,1974,6,"SPORO",1,0.003151800015445,"GRASS","Cover",1,26
"N6",1975,1975,8,"DAPU7",10,0.093158119848266,"GRASS","Cover",1,7
"N6",1975,1975,8,"SPORO",1,0.000785905004301,"GRASS","Cover",1,7
"N6",1976,1976,8,"CRPO5",9,0.000225,"FORB","PerennialForb",1,2
"N6",1976,1976,8,"DAPU7",52,0.035232434946239,"GRASS","Cover",1,2
"N6",1976,1976,8,"LESQU",1,2.5e-05,"","",1,2
"N6",1976,1976,8,"PSTA",11,0.000275,"FORB","PerennialForb",1,2
"N6",1976,1976,8,"SPORO",32,0.020611359934957,"GRASS","Cover",1,2
"N6",1995,1995,10,"ARIST",22,0.01202986858142,"GRASS","",1,11
"N6",1995,1995,10,"BAAB",1,2.5e-05,"FORB","PerennialForb",1,11
"N6",1995,1995,10,"DAPU7",9,0.001124511870835,"GRASS","Cover",1,11
"N6",1995,1995,10,"HOFFM",1,2.5e-05,"","",1,11
"N6",1995,1995,10,"LESQU",3,7.5e-05,"","",1,11
"N6",1995,1995,10,"SPORO",4,0.011861192375364,"GRASS","Cover",1,11
"N6",2001,2001,11,"ARIST",4,0.006553890441409,"GRASS","",1,15
"N6",2001,2001,11,"BAAB",2,5e-05,"FORB","PerennialForb",1,15
"N6",2001,2001,11,"DAPU7",3,0.000497462590829,"GRASS","Cover",1,15
"N6",2001,2001,11,"HOFFM",1,2.5e-05,"","",1,15
"N6",2001,2001,11,"SPORO",2,0.003244617103974,"GRASS","Cover",1,15
"N6",2006,2006,12,"ARIST",15,0.007642555030695,"GRASS","",1,4
"N6",2006,2006,12,"CRPO5",15,0.000375,"FORB","PerennialForb",1,4
"N6",2006,2006,12,"DAPU7",2,0.001347869980601,"GRASS","Cover",1,4
"N6",2006,2006,12,"POJA5",1,2.5e-05,"FORB","PerennialForb",1,4
"N6",2006,2006,12,"SPORO",10,0.00415179503176,"GRASS","Cover",1,4
"N6",2011,2012,2,"ARIST",7,0.000272560013086,"GRASS","",1,1
"N6",2011,2012,2,"CRPO5",7,0.000175,"FORB","PerennialForb",1,1
"N6",2011,2012,2,"SPORO",3,0.00794907993919,"GRASS","Cover",1,1
"N6",2016,2016,12,"CRPO5",11,0.000275,"FORB","PerennialForb",1,13
"N6",2016,2016,12,"HOFFM",1,2.5e-05,"","",1,13
"P1",1919,1919,7,"ACNA2",8,2e-04,"FORB","PerennialForb",1,23
"P1",1919,1919,7,"MUAR",9,0.002156725028095,"GRASS","Cover",1,23
"P1",1919,1919,7,"PAOB",21,0.004787110020047,"GRASS","Cover",1,23
"P1",1919,1919,7,"PLMU3",357,0.105229179880463,"GRASS","Cover",1,23
"P1",1919,1919,7,"SCBR2",7,0.001338219999976,"GRASS","Cover",1,23
"P1",1919,1919,7,"SPORO",5,0.001297235010836,"GRASS","Cover",1,23
"P1",1921,1921,11,"ACNA2",3,7.5e-05,"FORB","PerennialForb",1,1
"P1",1921,1921,11,"MELE2",1,2.5e-05,"FORB","PerennialForb",1,1
"P1",1921,1921,11,"MUAR",15,0.005649549954685,"GRASS","Cover",1,1
"P1",1921,1921,11,"PLMU3",248,0.128689774844428,"GRASS","Cover",1,1
"P1",1921,1921,11,"SCBR2",1,0.000236354998908,"GRASS","Cover",1,1
"P1",1921,1921,11,"SPORO",2,0.000914054983309,"GRASS","Cover",1,1
"P1",1922,1923,5,"ACNA2",4,1e-04,"FORB","PerennialForb",1,16
